temperature,pressure,vibration,current,rpm,running_hours,failure
64.05,8.51,2.09,18.05,3012,6264,0
62.13,9.13,2.25,21.11,2914,3146,1
63.59,9.12,2.87,18.94,2955,4053,0
67.9,8.67,1.66,18.21,2989,578,0
72.06,8.63,3.07,19.32,2947,5046,1
61.86,8.53,2.45,19.32,2907,1286,0
65.49,7.44,2.22,19.89,2951,3870,0
66.69,7.94,2.93,16.49,2995,4122,0
60.04,8.54,1.49,17.04,2935,730,0
65.1,8.75,2.51,16.37,2957,5006,0
57.67,8.62,2.46,19.53,2918,5001,0
56.15,8.14,1.64,19.44,2947,5412,0
66.83,8.87,2.48,15.45,2962,5933,0
63.08,9.09,2.37,18.78,2954,4398,0
66.01,8.88,2.09,20.74,2937,5826,0
64.91,8.9,2.72,17.53,2963,4123,0
60.12,8.28,1.86,18.63,2970,6402,0
64.77,8.93,2.36,19.46,2972,7955,1
58.83,8.56,2.12,15.36,2941,7725,1
71.95,8.7,1.83,18.3,2931,3922,0
58.22,8.65,2.5,20.54,3009,6119,0
64.02,8.45,2.08,16.81,2954,555,0
59.79,8.16,1.32,19.66,2942,3674,0
67.85,8.47,1.12,18.05,2906,6596,1
63.34,8.89,2.67,16.65,2922,5671,0
62.41,8.32,1.47,17.81,2931,5608,0
69.27,8.86,2.37,16.95,2963,3520,0
65.15,8.79,2.23,16.22,2939,1497,0
67.58,8.38,1.98,17.49,2950,3800,0
60.09,9.06,3.37,18.14,2907,3267,1
57.98,8.36,2.31,17.67,2992,783,0
65.54,9.1,2.65,17.47,2928,5589,0
63.41,8.67,2.37,18.45,2957,5715,0
68.13,8.49,2.06,19.06,2934,6379,0
64.6,8.14,2.19,15.71,2940,1931,0
66.03,8.46,3.08,17.5,2926,881,0
56.88,8.42,2.85,14.05,2959,6296,0
74.44,8.0,3.37,17.68,2921,3249,1
64.18,8.41,2.33,18.3,2959,3576,0
68.49,8.18,1.67,19.14,2946,4255,0
60.82,8.73,1.94,18.31,2969,6602,1
66.54,9.02,1.49,19.1,2972,805,0
58.49,8.01,2.66,18.13,2940,7624,1
67.26,9.18,1.85,16.65,2961,1140,0
63.22,8.45,0.37,15.77,2937,4019,0
65.15,8.11,3.68,17.47,2989,4032,1
68.49,8.8,1.86,16.47,2939,7911,1
58.84,8.32,1.85,17.76,2944,6367,0
61.58,8.47,3.2,17.02,2936,1780,1
67.29,8.34,1.48,18.84,2928,642,0
75.49,8.17,2.88,18.1,3011,4797,1
64.31,8.79,1.85,18.89,2965,7668,1
67.96,8.39,1.41,18.88,2952,3521,0
64.47,7.93,3.22,17.64,2936,6112,1
74.71,8.72,2.75,17.76,2983,2343,1
56.26,8.02,2.75,19.0,2934,1245,0
65.47,8.04,2.42,22.89,2954,6131,1
56.87,8.98,2.56,16.02,3016,1052,0
52.47,8.02,1.46,18.08,2921,6450,0
66.49,7.57,2.27,15.61,2966,1441,0
65.7,8.75,1.64,17.96,2959,776,0
63.58,8.38,1.37,16.65,2966,7394,1
64.47,8.41,2.45,17.76,2941,6862,1
80.49,8.37,2.89,18.31,2932,870,1
63.71,8.59,1.97,17.02,2957,2599,0
67.55,8.2,2.07,14.43,2936,7866,1
61.75,9.09,1.52,20.85,2880,5061,0
66.48,7.91,2.2,19.68,2925,5399,0
63.81,8.68,2.66,17.74,2940,6120,0
62.95,8.76,2.67,16.21,2918,3481,0
74.09,8.2,2.53,18.17,2955,1110,1
70.89,8.09,1.83,18.72,2927,567,0
65.68,8.91,1.81,19.54,2949,3820,0
53.48,8.1,2.68,19.72,3015,2293,0
63.19,8.26,2.69,20.1,2987,3414,0
78.52,8.85,2.1,14.52,2968,837,1
63.85,8.51,1.94,17.39,3004,1973,0
70.52,7.78,2.9,19.99,2948,7758,1
72.21,9.2,1.98,16.15,2948,7468,1
66.09,8.29,2.65,20.44,2918,6235,0
60.79,8.34,2.12,21.62,2988,5434,1
52.82,8.6,1.57,20.38,3009,1265,0
68.42,8.75,3.17,19.32,2977,2844,0
60.93,9.28,2.27,17.1,2993,5355,1
65.88,7.84,1.77,18.56,2868,1116,0
58.75,8.83,1.37,15.31,3020,7893,1
63.67,8.8,1.43,16.44,2947,2810,0
65.17,8.45,1.98,16.58,3021,1068,0
66.34,8.81,3.36,18.12,3002,7328,1
59.43,8.87,1.85,17.22,2973,2673,0
70.98,7.95,3.07,18.52,2940,2640,0
62.02,9.2,2.12,19.76,2955,3692,0
56.63,7.88,1.49,16.58,2893,3451,0
64.45,8.05,1.92,18.3,2978,5844,0
65.17,8.4,1.43,17.17,2873,4086,0
65.8,9.27,1.69,18.38,2941,2651,1
71.81,8.38,1.67,19.37,2996,3219,0
63.82,8.49,1.06,19.84,2972,2246,0
64.4,9.07,3.11,19.34,2904,6967,1
59.48,8.38,2.33,18.83,2910,7037,1
69.1,8.03,1.79,15.16,2932,6405,0
65.92,8.33,2.33,15.84,2952,2886,0
62.9,9.05,1.7,16.35,2976,1704,0
55.48,8.53,0.6,18.72,2968,1087,0
72.22,9.27,3.97,15.42,2918,1406,1
58.86,8.8,2.31,18.68,2969,4243,0
62.04,8.24,1.85,18.53,2972,5113,0
66.79,8.52,1.04,14.13,2965,2201,0
59.02,8.16,1.3,15.82,3024,4394,0
57.53,8.23,3.19,20.09,2972,2447,0
54.38,10.29,3.1,19.39,2979,1293,1
68.6,8.91,2.65,16.3,3006,6843,1
62.27,8.84,1.53,15.93,2976,3561,0
79.64,8.25,3.11,13.1,2933,5181,1
60.03,9.13,2.47,20.94,2987,5833,0
60.39,8.94,2.59,18.08,2938,1749,0
62.17,9.25,2.47,21.77,2921,1632,1
66.22,9.23,1.3,17.62,2923,1638,1
62.65,7.91,1.48,18.57,2987,4851,0
68.06,8.06,1.89,19.78,2969,2121,0
60.11,8.1,2.59,21.28,2982,5001,1
58.09,8.12,1.37,19.0,2969,4089,0
56.01,8.63,2.09,18.0,2956,7122,1
53.88,8.27,2.09,18.06,2960,7959,1
62.41,9.33,2.68,15.91,2968,3326,1
63.5,9.26,2.6,17.24,2932,2885,1
61.84,8.5,1.59,18.1,2911,6507,1
71.22,9.28,3.07,20.76,2935,7189,1
71.14,9.1,1.5,17.14,2966,758,0
63.33,8.32,2.86,20.13,2931,5348,0
56.03,7.7,1.87,17.84,3014,4198,0
62.17,8.41,2.3,20.49,2963,1957,0
62.0,8.24,2.34,19.35,2954,4953,0
61.71,8.58,2.32,19.22,2932,1771,0
61.51,8.54,2.6,19.96,2977,7447,1
61.73,8.53,2.43,19.67,2914,2244,0
63.07,8.71,2.67,20.13,2959,6225,0
61.82,8.01,2.48,22.26,2937,2986,1
66.04,8.66,1.44,21.23,2954,5137,1
66.8,8.32,2.36,18.93,2965,7217,1
60.45,8.58,1.86,17.12,2916,3302,0
71.36,8.88,1.53,18.73,2900,3752,0
60.1,8.01,2.03,14.15,2922,5726,0
56.91,8.39,2.31,19.66,2976,2085,0
66.9,8.45,2.35,15.88,2961,722,0
60.91,8.29,2.83,20.24,2938,2707,0
66.61,8.86,2.98,21.96,3009,5739,1
52.98,8.21,2.4,15.1,2989,5475,0
71.96,8.28,2.51,17.9,2981,7667,1
68.36,8.22,2.26,15.87,2928,1862,0
57.5,8.94,2.66,14.54,2981,4348,0
57.61,8.3,2.49,17.79,2960,4867,0
73.36,8.68,2.17,19.27,2928,3993,1
61.31,9.29,3.49,19.51,2947,3974,1
60.83,8.47,1.87,18.31,2919,4433,0
53.67,8.94,3.07,14.67,2929,1303,0
63.25,9.17,1.39,18.25,2916,5374,0
63.86,8.91,2.69,15.01,2979,5095,0
68.58,8.49,3.06,15.15,2948,7234,1
58.0,8.76,1.06,16.01,2922,4555,0
57.4,7.99,2.28,20.1,2966,5852,0
67.25,8.19,2.63,19.09,2950,690,0
70.03,8.26,2.35,18.65,2982,4168,0
57.14,9.4,2.43,16.27,2954,5022,1
70.41,8.17,2.28,17.22,2907,4157,0
65.19,8.17,1.54,15.26,2935,998,0
70.46,8.08,3.62,20.73,2915,6860,1
64.65,8.72,1.9,22.39,2967,1875,1
52.39,8.56,2.46,19.11,2983,3860,0
64.24,8.93,1.81,19.46,2904,1572,0
70.3,8.77,0.83,17.68,2946,4774,0
60.53,7.95,1.65,14.76,2985,1189,0
63.06,8.18,1.33,16.31,2903,4107,0
64.12,9.05,2.85,17.07,2937,3848,0
50.5,8.42,1.84,17.23,2950,7053,1
73.36,8.98,1.89,16.77,2982,3140,1
60.49,8.44,1.56,18.1,2966,3718,0
67.53,8.11,2.26,16.3,2972,6326,0
64.57,8.38,1.77,22.34,2968,1077,1
71.29,8.11,2.8,15.27,2939,563,0
67.03,8.27,2.38,19.77,2999,864,0
63.83,8.58,1.86,17.48,2930,2003,0
60.53,8.7,2.71,18.93,2867,7060,1
68.99,7.86,2.2,19.02,2896,4115,0
55.63,8.49,2.21,18.31,2946,5213,0
68.23,8.27,1.32,15.73,2940,6120,0
59.5,8.24,2.16,17.34,2934,4015,0
71.26,8.55,2.39,18.34,2955,5414,0
65.81,8.28,3.0,18.21,2986,2554,0
68.22,9.05,1.75,15.95,2964,4196,0
65.41,8.98,3.57,20.58,2969,1712,1
56.24,8.97,2.53,13.01,2918,5388,0
60.7,8.3,1.29,17.5,2934,6474,0
68.36,8.12,1.69,16.16,2971,6897,1
65.83,8.53,3.05,18.36,2953,4175,0
70.9,8.44,2.95,20.03,2964,6335,0
67.02,8.26,2.21,15.19,2968,2043,0
60.17,8.03,2.29,22.71,2955,6130,1
61.02,8.48,1.5,18.4,2997,3286,0
65.51,8.34,2.99,18.76,2934,3569,0
53.43,8.78,1.61,15.12,2925,3340,0
73.37,8.77,2.71,17.91,2897,6865,1
67.21,8.94,3.01,19.94,2972,6066,0
71.14,8.0,2.23,18.42,2933,5011,0
57.1,8.66,2.78,18.28,2988,4823,0
71.22,8.21,3.31,17.9,2957,6547,1
76.16,8.01,2.36,15.24,2940,7208,1
58.4,8.33,2.09,15.23,2918,1804,0
68.86,8.93,2.16,20.34,2975,6157,0
65.01,8.35,1.75,19.76,2948,7675,1
57.28,9.13,1.74,20.06,2958,696,0
67.46,8.72,2.47,16.35,2968,4574,0
69.17,8.34,2.1,17.68,2958,7814,1
61.99,8.96,2.4,20.46,2925,6582,1
70.83,8.68,1.31,15.54,2966,6335,0
56.67,8.13,2.14,20.26,2975,2010,0
57.53,9.24,2.82,16.83,2961,7865,1
65.68,8.6,1.53,16.29,2969,1770,0
65.13,8.51,2.21,17.94,2972,5371,0
61.42,8.16,1.09,15.77,2938,3758,0
69.05,8.97,1.42,14.21,2937,632,0
67.65,8.71,2.68,18.15,3017,5440,0
69.29,8.75,2.01,19.07,2990,6802,1
64.38,8.3,3.29,20.43,2949,3689,1
68.01,8.83,2.46,19.21,2970,4980,0
62.77,8.86,2.52,21.93,2922,4129,1
75.27,8.23,1.55,20.72,2932,3703,1
60.94,7.93,1.97,19.48,2913,4969,0
75.53,8.73,1.76,18.94,2959,7047,1
65.17,7.87,1.56,20.46,2959,5968,0
58.12,8.56,2.6,13.57,2983,1555,0
71.84,8.32,2.72,17.04,2944,2644,0
65.63,8.99,2.44,14.28,2982,4467,0
69.26,8.34,1.7,19.33,2970,6209,0
71.12,8.94,2.4,16.51,3024,3910,0
66.69,8.29,1.05,24.04,3000,1382,1
62.04,8.9,2.99,16.96,2995,2934,0
69.88,9.32,1.42,18.21,2975,5415,1
65.0,8.07,1.53,17.2,2923,4350,0
68.43,8.62,2.27,17.02,2959,3324,0
54.23,9.6,2.32,15.51,3017,2732,1
67.23,8.53,2.16,15.44,2965,3505,0
61.81,8.52,1.53,13.64,2925,1707,0
73.27,8.82,2.88,19.09,2960,2417,1
68.12,8.52,1.19,17.15,2920,6694,1
66.2,7.82,1.31,21.87,2924,3279,1
67.43,8.95,2.14,15.51,2962,2549,0
60.01,7.7,1.44,20.95,2972,5696,0
73.12,8.33,2.93,21.14,2926,3542,1
74.96,8.98,1.49,20.55,2933,4050,1
66.96,8.36,3.13,18.47,2907,7518,1
72.95,8.22,2.82,17.32,2946,1985,1
62.15,8.85,2.94,20.55,2892,4994,0
61.01,8.16,3.33,16.42,2941,4408,1
65.2,8.01,2.25,18.54,2952,1562,0
67.17,8.61,1.59,17.91,2897,5141,0
63.03,8.43,2.14,16.22,2920,1241,0
67.69,8.0,1.86,18.56,2948,6894,1
66.53,8.75,1.77,19.48,2944,6709,1
60.01,8.69,2.29,16.14,2945,1952,0
67.59,8.36,2.01,18.92,2959,1876,0
69.32,8.38,1.75,13.54,2900,882,0
65.86,8.69,2.05,15.9,2971,5646,0
70.76,8.98,2.53,17.09,2940,566,0
58.91,8.39,2.77,18.71,2932,7345,1
67.34,8.76,1.24,19.74,2894,4403,0
59.15,8.73,2.02,18.17,2942,5095,0
59.43,8.85,2.12,19.13,2965,2421,0
61.85,8.52,1.49,17.68,2954,5350,0
60.29,8.14,2.13,18.81,2955,1935,0
62.26,8.32,2.29,18.7,2940,2153,0
63.93,8.64,2.51,16.98,2948,6609,1
69.19,9.23,2.25,17.29,2917,7324,1
63.39,8.31,1.67,19.2,2950,5989,0
57.07,8.82,3.41,21.62,2935,1098,1
70.7,8.37,2.7,20.41,2916,2132,0
60.81,8.54,2.53,15.74,2973,1959,0
64.71,9.11,2.8,15.75,2903,2305,0
67.23,8.81,2.35,16.93,2966,560,0
66.0,8.0,2.97,18.2,2968,4545,0
70.47,8.27,2.23,18.1,2934,6693,1
67.4,9.0,2.2,20.48,2981,4096,0
60.69,8.56,2.58,20.59,2934,5815,0
75.89,8.04,3.15,18.01,2932,1798,1
65.97,8.17,3.11,17.54,2914,2763,0
64.26,8.78,2.56,19.03,2950,5911,0
69.82,8.9,2.51,20.13,2921,3897,0
66.25,8.51,2.62,19.1,2926,4412,0
67.0,9.49,2.79,17.14,2948,3072,1
77.46,8.83,2.98,16.78,2949,7179,1
63.62,8.4,2.06,15.78,2988,673,0
63.41,8.17,2.99,18.39,2978,4354,0
65.58,8.11,2.41,19.25,2967,1953,0
70.36,8.63,2.59,19.47,2946,3429,0
57.47,8.3,3.03,20.3,2938,3153,0
55.17,9.17,2.65,20.96,2949,1107,0
62.06,9.09,2.75,15.25,2933,6611,1
56.83,8.75,1.97,18.81,2929,4630,0
62.88,8.03,3.1,18.88,2948,7557,1
67.51,8.23,2.62,17.85,2924,2277,0
60.55,9.0,2.28,16.34,2925,6281,0
57.87,8.27,2.86,20.89,2979,3340,0
65.35,8.95,3.75,16.82,2909,3339,1
69.31,8.69,1.5,13.61,2919,7545,1
56.53,8.52,1.72,18.04,2988,3735,0
69.1,8.22,3.81,17.52,2938,1917,1
69.09,8.46,2.46,21.72,2991,3839,1
69.77,8.58,2.31,18.98,2915,7992,1
71.09,8.91,2.13,17.39,2952,4999,0
76.01,8.15,2.93,17.61,2973,3608,1
63.22,8.39,3.77,17.58,2923,6115,1
65.55,8.52,1.8,22.43,3000,1029,1
62.92,8.77,2.14,19.35,2938,7778,1
65.01,8.14,1.99,15.19,2965,987,0
72.66,7.97,2.64,17.51,2930,6868,1
58.27,8.77,2.93,17.95,2995,1820,0
60.69,7.89,3.17,15.78,2959,7864,1
71.89,9.01,2.66,14.43,3013,4924,0
70.1,8.44,3.71,19.19,2985,596,1
63.18,7.88,1.86,16.39,2975,5777,0
69.27,8.31,1.7,20.5,2921,2017,0
66.71,8.65,3.08,18.02,2953,5636,0
72.5,8.29,2.27,17.05,2940,6166,1
65.37,8.51,1.37,13.17,2951,6979,1
70.13,8.8,2.01,20.44,2954,923,0
78.21,8.42,2.35,18.59,2923,7046,1
67.99,8.13,1.81,17.1,2945,2351,0
65.25,8.38,1.59,16.22,2947,930,0
68.61,9.07,2.08,21.2,2920,2417,1
63.17,9.17,1.56,15.87,2974,5493,0
76.94,7.69,2.58,17.26,2957,3257,1
65.9,8.94,1.03,19.14,2974,3485,0
63.64,8.6,2.25,20.9,2965,7272,1
60.82,8.87,2.51,17.57,2899,4064,0
70.49,8.28,2.15,16.53,2925,1967,0
69.34,7.79,2.86,17.79,3000,6370,0
62.51,8.73,1.38,19.81,2974,4606,0
67.88,8.12,1.78,20.26,2901,1340,0
57.46,7.94,2.0,15.25,2964,5134,0
65.92,7.97,2.63,18.23,2925,7937,1
67.26,8.74,2.33,15.13,2887,2134,0
73.54,8.56,3.49,19.77,3000,625,1
61.15,8.81,1.72,18.84,2952,5550,0
58.61,8.77,1.36,16.16,2957,6765,1
60.52,8.33,3.27,21.07,2912,851,1
58.32,8.47,1.34,18.67,2915,867,0
71.68,8.3,2.61,18.45,2902,891,0
72.74,8.42,1.61,17.64,2993,7742,1
66.6,8.11,0.96,17.98,2901,949,0
71.11,8.66,1.98,17.24,2999,7672,1
65.67,8.93,2.74,16.52,2920,3568,0
64.52,8.17,1.47,20.46,2913,5777,0
63.33,9.01,2.55,17.01,2948,735,0
63.45,8.55,2.66,16.95,2929,6846,1
57.26,8.6,1.44,17.74,2953,7363,1
66.32,7.82,2.06,20.85,2924,4957,0
64.8,7.78,3.15,20.26,2941,1292,0
68.73,8.56,2.59,17.21,2927,2878,0
65.47,8.82,2.04,20.45,2976,7217,1
64.19,8.23,2.45,18.22,2965,2868,0
60.64,9.17,1.79,16.31,2957,6356,0
65.36,8.79,2.87,17.05,2982,4852,0
68.69,8.14,2.87,20.75,2958,2923,0
59.28,8.51,2.27,22.17,2955,7271,1
65.44,9.49,2.34,18.64,2946,5794,1
66.17,8.0,1.6,16.87,2929,2876,0
61.41,8.71,1.39,17.75,2929,5902,0
62.06,8.37,1.97,16.48,2954,2841,0
66.15,8.78,2.15,16.77,2981,2950,0
59.33,9.01,2.84,16.57,2967,3355,0
66.75,8.35,2.75,17.84,2967,5316,0
60.52,8.95,2.31,18.24,2917,1077,0
70.31,9.39,2.91,17.7,2966,5819,1
76.69,8.53,1.63,17.56,2938,3604,1
60.7,8.81,2.85,19.52,2955,2031,0
67.67,8.26,1.73,17.54,2967,3712,0
61.37,8.51,2.94,17.67,2915,4638,0
70.2,8.43,2.19,17.65,2955,4232,0
58.67,8.82,1.0,21.09,2957,3270,1
67.4,8.98,2.64,17.02,2980,7061,1
60.64,8.46,2.69,19.19,2934,5393,0
63.97,9.11,1.93,16.5,2948,5895,0
59.84,9.11,1.98,18.7,2955,3653,0
69.11,8.84,2.1,19.09,2934,5832,0
60.82,8.29,1.04,20.17,2934,6251,0
67.76,8.26,0.78,17.23,2933,1431,0
63.28,8.18,2.98,15.77,2946,5370,0
64.43,8.88,1.71,16.43,3002,7864,1
65.74,8.02,3.31,19.93,2947,3324,1
61.19,8.77,3.02,22.16,2965,7666,1
66.05,8.07,3.14,19.67,2951,2592,0
72.65,8.83,1.81,15.48,2941,4101,1
61.11,8.51,1.23,19.6,2949,5922,0
70.86,9.03,1.55,16.11,2973,1125,0
72.49,8.96,1.93,17.3,2948,4084,1
60.92,9.07,0.78,18.37,2945,2519,0
57.72,9.08,1.91,18.71,2943,6368,0
66.51,8.56,2.08,18.13,2920,2369,0
62.26,8.04,1.42,16.8,2981,7995,1
74.34,8.08,1.58,20.12,2937,6440,1
65.17,7.67,2.07,16.94,2994,6680,1
60.99,8.07,2.41,20.51,2957,3591,0
59.26,8.53,1.67,15.28,2992,3922,0
70.45,8.28,2.38,18.43,2944,2490,0
62.14,8.43,2.28,15.55,2928,4781,0
65.22,8.7,2.23,16.33,2981,3179,0
69.78,8.38,1.81,16.97,2933,5660,0
62.58,8.05,1.4,21.04,2989,7577,1
64.77,8.48,3.22,20.62,2967,799,1
64.92,8.14,2.58,19.75,2994,7020,1
68.42,8.39,2.8,18.07,2921,734,0
67.95,9.04,2.15,18.38,2979,5476,0
63.9,8.39,2.1,20.53,2928,7538,1
65.32,9.21,2.49,19.4,2878,1604,1
63.14,9.07,1.1,18.04,2977,2574,0
57.61,8.27,1.53,20.97,2950,5640,0
66.29,8.06,1.72,19.63,2979,6939,1
74.46,8.48,1.93,18.48,2953,1257,1
60.58,8.96,1.67,17.08,2951,4127,0
61.13,8.3,2.4,16.9,2995,5472,0
60.65,8.86,2.25,17.33,2954,3405,0
68.62,8.98,3.04,18.91,2936,3743,0
67.24,8.19,3.68,19.67,2947,1272,1
64.21,8.23,1.44,15.11,2955,6484,0
60.41,8.79,2.29,14.11,2865,879,0
65.46,8.56,2.29,16.1,2965,7588,1
57.18,8.23,2.19,17.18,2991,5327,0
65.72,8.36,1.55,20.39,2949,3720,0
69.36,8.47,1.65,17.44,2937,7163,1
58.74,7.87,2.34,18.51,2962,4405,0
57.34,8.81,1.63,18.84,3002,1386,0
72.9,8.31,2.3,15.95,2964,7832,1
61.94,7.39,2.05,20.92,2956,3457,0
70.68,8.49,2.28,16.67,2938,2965,0
64.23,8.2,1.63,21.12,2918,2920,1
64.19,9.18,2.29,17.75,2951,7775,1
67.19,8.27,1.67,17.32,2951,1516,0
60.58,8.06,2.3,15.78,2892,1839,0
65.66,8.7,3.0,18.39,2928,4016,0
63.09,8.24,2.36,22.51,2985,4001,1
58.4,8.19,2.39,18.83,2942,3032,0
66.69,8.7,2.69,18.54,2876,2184,0
63.68,8.08,1.36,16.67,2998,718,0
64.21,7.92,3.23,19.18,2923,2021,1
58.95,9.19,1.57,18.32,2936,6892,1
72.96,8.73,2.73,17.87,2982,2821,1
69.38,8.39,2.65,18.99,2928,7011,1
69.82,8.5,1.66,14.37,2891,1328,0
63.47,8.7,2.81,17.8,2957,4792,0
56.35,8.89,2.5,15.61,2974,6293,0
74.76,8.2,3.33,18.06,2936,6569,1
64.69,8.65,2.32,16.55,2946,4077,0
61.26,8.3,2.13,16.69,2915,3158,0
67.08,8.42,1.89,15.33,2920,7245,1
70.84,8.56,1.15,20.23,2940,1168,0
64.88,8.5,2.01,16.64,2969,6556,1
71.39,8.79,2.03,16.75,2953,5305,0
70.41,8.69,2.36,21.06,2981,4685,1
59.62,7.9,1.35,19.14,3000,7981,1
61.63,7.96,2.06,13.93,2977,5317,0
69.79,8.35,2.55,20.77,2902,4497,0
51.44,9.23,2.61,21.3,2941,7316,1
64.25,8.16,1.08,21.11,2976,1458,1
57.85,8.42,2.62,19.34,2946,5715,0
62.62,8.29,2.05,15.8,2901,3557,0
63.51,8.28,2.09,17.9,2933,2253,0
63.21,8.57,0.78,15.1,2882,6345,0
62.24,9.06,3.1,16.27,2942,6933,1
59.51,8.68,2.31,15.78,2929,1642,0
76.46,8.18,1.28,16.75,2939,4202,1
74.34,9.6,2.43,18.33,2985,548,1
59.19,8.53,2.41,17.11,2910,7167,1
72.91,8.27,2.93,17.02,2928,6897,1
63.0,9.06,2.01,17.42,2916,6793,1
65.65,8.31,2.21,21.0,2982,4040,0
64.68,9.17,1.81,22.33,2984,4235,1
61.7,8.15,2.56,17.1,2961,811,0
69.92,9.07,1.73,18.67,2959,5260,0
65.63,8.58,1.66,16.32,2914,4021,0
62.62,9.02,2.16,19.54,2956,2164,0
58.48,9.26,1.46,17.05,2916,4797,1
60.53,8.05,3.16,16.58,2951,6293,0
56.79,9.01,3.36,22.0,2940,3960,1
65.06,7.94,1.93,15.29,2932,1284,0
59.02,8.08,1.37,13.09,2951,5236,0
63.67,8.18,2.4,19.47,2970,961,0
71.85,8.7,1.91,17.26,3003,2952,0
71.0,8.51,2.9,16.71,2967,1529,0
64.84,8.43,1.73,23.46,3018,7486,1
64.56,8.56,2.53,19.46,2956,6682,1
74.4,8.74,2.27,17.88,3004,7598,1
67.6,8.77,1.79,16.58,2963,1159,0
63.36,8.94,2.34,18.89,2957,7495,1
57.87,9.23,2.73,14.53,2945,4296,1
66.97,8.49,2.25,16.97,2959,3723,0
69.15,8.29,2.26,17.93,2963,5660,0
61.84,8.75,1.68,18.43,2907,3690,0
66.46,8.04,2.89,17.72,2971,2125,0
63.18,8.23,2.83,16.61,2905,4918,0
64.08,8.9,1.95,19.84,2971,7449,1
52.56,8.45,2.13,14.7,2968,3804,0
63.89,8.02,3.05,17.44,2993,3609,0
69.85,7.9,1.52,16.96,2924,5903,0
61.84,8.52,2.56,20.02,2920,1774,0
65.26,8.96,1.86,17.08,2983,7421,1
61.22,8.95,3.27,18.88,2918,3723,1
66.8,8.54,2.24,18.67,2915,6449,0
63.92,9.3,2.96,14.33,2956,6235,1
60.3,8.46,1.74,17.87,2949,6311,0
71.66,8.44,1.45,14.51,2955,2915,0
69.64,7.47,2.06,18.7,2966,7738,1
61.98,8.32,2.36,16.54,2966,3786,0
67.49,8.84,1.89,20.37,2948,714,0
67.69,9.13,2.65,17.64,2951,7563,1
68.21,8.17,2.07,16.46,2948,2386,0
56.53,8.68,0.95,20.4,2951,5477,0
70.03,8.92,2.53,16.26,2908,6895,1
62.15,8.5,1.67,19.79,2973,3621,0
63.21,7.59,1.98,18.94,2981,6370,0
78.19,8.6,3.13,17.27,2969,4553,1
66.51,8.8,3.26,15.33,2967,4302,1
63.07,8.12,1.85,20.48,2920,7480,1
53.97,8.4,2.55,19.0,2908,2491,0
71.95,8.04,1.87,16.46,2975,4950,0
58.27,7.47,2.03,18.49,2951,6627,1
59.98,8.91,1.84,20.01,2955,1188,0
63.34,8.5,1.17,18.22,2956,7684,1
72.08,9.14,2.26,18.48,2958,3519,1
68.87,8.84,2.37,20.06,2969,1898,0
64.21,8.36,1.8,21.07,2947,7898,1
66.54,8.47,2.85,17.76,2893,2121,0
62.0,8.73,1.94,15.33,2971,2409,0
65.7,8.89,1.82,15.39,2967,2344,0
65.37,8.63,2.52,16.62,2911,2543,0
69.84,8.94,1.27,16.13,2915,6521,1
69.84,8.38,2.74,14.64,2976,5457,0
67.47,8.1,1.96,21.7,2984,4277,1
63.19,8.47,2.79,19.06,2870,5240,0
68.71,8.58,2.97,16.95,2963,5493,0
64.54,8.02,2.58,17.93,2943,5297,0
59.59,7.97,1.71,14.43,2952,4694,0
62.98,8.68,1.45,20.31,2954,1400,0
65.42,8.34,1.34,14.1,2927,7058,1
69.55,8.43,2.86,19.02,2970,3652,0
64.08,8.36,2.12,14.32,2929,2226,0
58.95,9.11,1.84,17.17,2972,2510,0
65.28,9.0,2.12,20.49,2979,2770,0
65.57,8.01,2.85,14.73,2924,7398,1
65.93,8.29,2.67,17.7,2925,3901,0
69.6,8.84,2.46,19.26,2953,5951,0
70.09,8.74,2.58,18.93,2995,7785,1
62.03,8.48,2.31,18.14,2932,6149,0
61.92,8.04,2.38,18.99,2938,2662,0
59.8,8.23,2.33,16.78,2960,6848,1
68.49,8.29,2.2,21.87,2970,2988,1
72.24,8.61,2.65,14.78,2966,3259,1
63.42,9.18,2.42,20.32,2951,6486,0
63.79,8.23,1.67,18.38,2941,2922,0
72.33,8.09,2.52,19.23,2960,2527,1
67.53,8.46,2.35,19.59,2854,7985,1
67.18,8.91,2.57,19.11,3006,5362,0
59.05,7.92,2.14,16.38,2944,7031,1
68.39,9.08,2.69,17.43,2955,1457,0
60.35,8.43,2.16,15.1,3013,2849,0
59.33,8.21,2.63,17.4,2928,5434,0
63.27,7.86,1.93,18.65,3020,1416,0
62.07,8.78,1.97,19.21,2972,7471,1
63.89,8.43,2.56,18.78,2963,5280,0
57.8,8.57,2.0,14.49,2969,4447,0
69.79,8.14,3.52,16.88,2925,6722,1
70.64,8.37,2.54,16.68,2901,981,0
55.26,8.31,2.21,15.38,2915,7305,1
69.89,8.46,2.69,16.33,2983,6836,1
60.95,8.23,1.91,18.0,2922,761,0
69.28,7.89,2.75,20.83,2900,4404,0
64.66,9.59,2.74,16.09,2948,7238,1
65.14,7.95,2.95,15.74,2967,4467,0
64.07,8.57,1.94,16.8,2951,5518,0
71.06,7.79,1.47,18.67,2968,2429,0
58.8,7.7,1.83,20.45,2985,6770,1
68.04,8.54,2.03,17.83,2967,1706,0
70.51,8.57,3.2,15.11,2945,4033,1
68.58,9.0,3.52,15.53,2934,1173,1
76.62,8.66,2.41,18.38,2973,3731,1
